company_name,company_number,company_status,company_type,date_of_cessation,date_of_creation,sic_codes,company_subtype,address_line_1,locality,postal_code,address_line_2,region,country,SICCODE_0,SICCODE_1,SICCODE_2,SICCODE_3,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADENMEL PRODUCE LIMITED,13804320,Active,ltd,,16-12-2021,[46310],,ARMOURY HOUSE ARMOURY ROAD,COLCHESTER,CO6 3JP,WEST BERGHOLT,,UNITED KINGDOM,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADES HOLDINGS LIMITED,13372137,Active,ltd,,03-05-2021,[46310],,1-3 EASTMOOR STREET,LONDON,SE7 8LX,,,UNITED KINGDOM,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADES WHOLESALE (UK) LIMITED,10726698,Active,ltd,,18-04-2017,[46310],,1-3 EASTMOOR STREET,LONDON,SE7 8LX,,,UNITED KINGDOM,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADIJNA LIMITED,13772728,Active,ltd,,30-11-2021,[46310],,5 CAVALIER CIRCUS,WOLVERHAMPTON,WV10 8TR,,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADL FRUIT AND VEG LTD,13671365,Active,ltd,,11-10-2021,[46310],,A12- 13 1/2 ASHBURNER STREET,BOLTON,BL1 1TJ,,,UNITED KINGDOM,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM TRADE LIMITED,11923238,Active,ltd,,03-04-2019,[46310],,UNIT 1 CROWN TRADE PARK,WEST DRAYTON,UB7 8HZ,CROWN WAY,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADMAR PL LIMITED,12535632,Active,ltd,,26-03-2020,[46310],,85 NEW DROVE,WISBECH,PE13 2RZ,,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADRIATIC IMPORTS LIMITED,12475782,Active,ltd,,21-02-2020,[46310],,19 CEDARS AVENUE,LONDON,E17 7QL,WALTHAMSTOW,,UNITED KINGDOM,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADRRA ASSOCIATES LIMITED,5507279,Active,ltd,,13-07-2005,[46310],,3 BRANCHES LANE,LINCOLNSHIRE,PE12 7BE,FLEET,,,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADVANCE EXPORTS LTD,12531714,Active,ltd,,24-03-2020,[46310],,44 CHELMSFORD ROAD,LONDON,E11 1BS,,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADVANTO TRADING AND INVESTMENTS LIMITED,12868782,Active,ltd,,09-09-2020,[46310],,128 CITY ROAD,LONDON,EC1V 2NX,,,UNITED KINGDOM,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEON WEALTH LTD,9695586,Active,ltd,,21-07-2015,[46310],,"FLAT 2,",HOVE,BN3 2JF,19 ADELAIDE CRESCENT,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AESTHETIC BEAUYY CLENIC SOLUTIONS LTD,14484345,Active,ltd,,15-11-2022,[46310],,26 LEIGH ROAD,EASTLEIGH,SO50 9DT,,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFD DISTRIBUTION LTD,SC713122,Active,ltd,,25-10-2021,[46310],,9 COWAN WYND,GLASGOW,G71 6TP,UDDINGSTON,Lanarkshire,SCOTLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG DRIED FRUIT & NUTS LTD,12001341,Active,ltd,,17-05-2019,[46310],,UNIT 8 CAMP LANE,BIRMINGHAM,B21 8JF,HANDSWORTH,West Midlands,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG FOLESHILL SUPERMARKET LIMITED,10557697,Active,ltd,,11-01-2017,[46310],,"6TH FLOOR, AMP HOUSE",CROYDON,CR0 2LX,DINGWALL ROAD,Surrey,UNITED KINGDOM,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG FRUIT & VEG LIMITED,14135283,Active,ltd,,26-05-2022,[46310],,9A BESCOT CRESCENT,WALSALL,WS1 4DQ,,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFGHAN SAMOON COMPANY LIMITED,13656404,Active - Proposal to Strike off,ltd,,01-10-2021,[46310],,16 WEST DRIVE GARDENS,HARROW,HA3 6TT,,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFRI-PEACH INVESTMENTS LTD,13733107,Active,ltd,,09-11-2021,[46310],,20-22 WENLOCK ROAD,LONDON,N1 7GU,,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFRICA GLOBAL TRADING LTD,11475255,Active - Proposal to Strike off,ltd,,20-07-2018,[46310],,229 AYRES ROAD,MANCHESTER,M16 0NL,UNIT K,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFRICA PRODUCTS LIMITED,3162191,Active,ltd,,21-02-1996,[46310],,LYNWOOD HOUSE CROFTON ROAD,KENT,BR6 8QE,ORPINGTON,,,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFRICA'S BEST ARTISANS LIMITED,11850405,Active,ltd,,27-02-2019,[46310],,152 PURVES ROAD,LONDON,NW10 5TG,,,UNITED KINGDOM,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFRICAN BLUE (UK) LIMITED,11756329,Active,ltd,,08-01-2019,[46310],,TOTAL PRODUCE ENTERPRISE WAY,SPALDING,PE11 3YR,PINCHBECK,Lincolnshire,UNITED KINGDOM,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFRICAN DELIVERY HUB LTD,13804163,Active,ltd,,16-12-2021,[46310],,71-75 SHELTON STREET,LONDON,WC2H 9JQ,COVENT GARDEN,,UNITED KINGDOM,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFRICAN EARTH PRODUCE LIMITED,12903626,Active,ltd,,24-09-2020,[46310],,PM HOUSE RIVERWAY ESTATE,GUILDFORD,GU3 1LZ,OLD PORTSMOUTH ROAD,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFRICAN FOODS WORLDWIDE LIMITED,11834892,Active,ltd,,19-02-2019,[46310],,119 WELLINGTON STREET,MANCHESTER,M18 8BE,,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFRICAN MORINGA LTD,SC708835,Active,ltd,,07-09-2021,[46310],,1D SHORTHOPE STREET,MUSSELBURGH,EH21 7DB,,,SCOTLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFRIFRESH LIMITED,12292319,Active,ltd,,31-10-2019,[46310],,9 DANESFIELD,WOKING,GU23 6LS,RIPLEY,Surrey,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFRO LANKA LTD,9357355,Active,ltd,,16-12-2014,[46310],,129 LYNTON ROAD,HARROW,HA2 9NH,,Middlesex,,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFRO-CARIBBEAN PRODUCE LTD,13401630,Active,ltd,,16-05-2021,[46310],,FLAT 9 WHITEHALL MANSIONS,LONDON,N19 3TZ,LIDYARD ROAD,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG EXOTICS LIMITED,13954421,Active,ltd,,04-03-2022,[46310],,CAMBURGH HOUSE,CANTERBURY,CT1 3DN,27 NEW DOVER ROAD,Kent,UNITED KINGDOM,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGNI CONSULTANCY SERVICES UK LIMITED,12031563,Active,ltd,,04-06-2019,[46310],,"UNIT 2 , MIDAS BUSINESS CENTRE",DAGENHAM,RM10 8PS,WANTZ ROAD,Essex,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGOGO FOODS LIMITED,8386557,Active - Proposal to Strike off,ltd,,04-02-2013,[46310],,DALTON HOUSE,LONDON,SW19 2RR,60 WINDSOR AVENUE,,,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGRA FREEZE LIMITED,1319812,Active,ltd,,01-07-1977,[46310],,BLACK ROBINS FARM,EDENBRIDGE,TN8 6QP,GRANTS LANE,Kent,,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGRI AFRI UK LTD,10904973,Active - Proposal to Strike off,ltd,,08-08-2017,[46310],,"OFFICE 304A, COLLINGHAM HOUSE",LONDON,SW19 1QT,6-12 GLADSTONE ROAD,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGRI LINK PRODUCE LIMITED,5207075,Active,ltd,,16-08-2004,[46310],,5 TOWN HALL STREET,GRIMSBY,DN31 1HN,,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGRIBIZ LIMITED,13860681,Active,ltd,,20-01-2022,[46310],,5 CHAPEL ROAD,TILBURY,RM18 7AY,,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGRICOLA EL PEUMO UK LIMITED,13913572,Active,ltd,,14-02-2022,[46310],,10 WARREN YARD,MILTON KEYNES,MK12 5NW,WOLVERTON MILL,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGRICOLA SANTA EULALIA (UK) LIMITED,4944890,Active,ltd,,27-10-2003,[46310],,THE CHASE CHURCH ROAD,WISBECH,PE14 4DE,WALPOLE ST PETER,Cambridgeshire,,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGRICULTURE ESPANA LIMITED,7115837,Active,ltd,,04-01-2010,[46310],,14TH FLOOR,LONDON,W1G 0PW,33 CAVENDISH SQUARE,,UNITED KINGDOM,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGRIDUTT (INTERNATIONAL) LTD,1722669,Active,ltd,,12-05-1983,[46310],,MUSHROOM FARM,MANOR PARK,E12 6JS,OFF REYNOLDS AVENUE,London,,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGRINURTURE UK LIMITED,13612854,Active,ltd,,09-09-2021,[46310],,12A C/O KBN ACCOUNTANTS LIMITED,READING,RG1 7RD,CASTLE STREET,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGRIPEP UK LTD,10258650,Active,ltd,,30-06-2016,[46310],,BRADFIELD HALL,MANNINGTREE,CO11 2QZ,STEAM MILL ROAD,Essex,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGRO FOOD LIMITED,9789467,Active - Proposal to Strike off,ltd,,22-09-2015,[46310],,UNIT C 9 A CRISPIN INDUSTRIAL CENTRE,LONDON,N18 3AH,ANGEL ROAD,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGROEUVIS LIMITED,13931450,Active,ltd,,22-02-2022,[46310],,14 VICTOR GROVE,WEMBLEY,HA0 4JJ,,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGROFRESH LTD,11298237,Active,ltd,,07-04-2018,[46310],,KEMP HOUSE,LONDON,EC1V 2NX,160 CITY ROAD,,UNITED KINGDOM,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGROLIBANO UK LTD,10704891,Active,ltd,,03-04-2017,[46310],,CLAY LAKE PRODUCE PARK,SPALDING,PE12 6BL,CLAY LAKE,Lincolnshire,UNITED KINGDOM,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGROMARK FRESH PRODUCE UK LIMITED,11919383,Active,ltd,,01-04-2019,[46310],,"OFFICES, A E LENTON LIMITED CHURCH END",BOSTON,PE22 8NE,FRISKNEY,Lincolnshire,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGROSPHERE LIMITED,13660173,Active,ltd,,04-10-2021,[46310],,71-75 SHELTON STREET,LONDON,WC2H 9JQ,COVENT GARDEN,United Kingdom,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGROTOMY UK LIMITED,13043163,Active,ltd,,25-11-2020,[46310],,LYNWOOD HOUSE,ORPINGTON,BR6 8QE,CROFTON ROAD,Kent,UNITED KINGDOM,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGROVISION UK LIMITED,13542221,Active,ltd,,02-08-2021,[46310],,HIGHLANDS HOUSE BASINGSTOKE ROAD,READING,RG7 1NT,SPENCERS WOOD,Berkshire,UNITED KINGDOM,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGROVIT LTD,11100232,Active,ltd,,06-12-2017,[46310],,128 CITY ROAD,LONDON,EC1V 2NX,,,UNITED KINGDOM,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGTN LTD,13762039,Active,ltd,,24-11-2021,[46310],,21 THAMES ROAD,BARKING,IG11 0HN,,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGYAD LIMITED,14163376,Active,ltd,,09-06-2022,[46310],,APARTMENT 11,MANCHESTER,M15 6FD,114 BOUNDARY LANE,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHMAD &SONS LTD,13249507,Active,ltd,,08-03-2021,[46310],,187 WELL STREET,LONDON,E9 6QU,,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHMED EXOTIC LIMITED,3640011,Active,ltd,,29-09-1998,[46310],,P52-P53A WESTERN INTERNATIONAL,SOUTHALL,UB2 5XJ,MARKET HAYES ROAD,Middlsex,,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI INTERNATIONAL FRUITS & VEG LTD,13082063,Active,ltd,,15-12-2020,[46310],,RUPOSHI,LUTON,LU1 1EW,160 DUNSTABLE ROAD,Bedfordshire,UNITED KINGDOM,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIA VEG LTD,12463136,Active,ltd,,14-02-2020,[46310],,269A MAWNEY ROAD,ROMFORD,RM7 8DS,,Essex,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIDA UK TRADING LTD,12266341,Active,ltd,,16-10-2019,[46310],,4A STATION PARADE,LONDON,W5 3LD,UXBRIDGE ROAD,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIN BROS TRADING LTD,14202202,Active,ltd,,28-06-2022,[46310],,32 RUGBY ROAD,DAGENHAM,RM9 4AL,,,ENGLAND,46310,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
